Entity,Day,"People vaccinated (cumulative, per hundred)"
Italy,2022-07-15,85.35723
Italy,2022-07-16,85.35818
Italy,2022-07-17,85.35827
Italy,2022-07-18,85.359085
Italy,2022-07-19,85.360115
Italy,2022-07-20,85.3611
Italy,2022-07-21,85.36218
Italy,2022-07-22,85.3631
Italy,2022-07-23,85.36366
Italy,2022-07-24,85.36372
Italy,2022-07-25,85.36449
Italy,2022-07-26,85.36529
Italy,2022-07-27,85.36628
Italy,2022-07-28,85.36746
Italy,2022-07-29,85.36833
Italy,2022-07-30,85.36903
Italy,2022-07-31,85.36912
Italy,2022-08-01,85.369774
Italy,2022-08-02,85.37056
Italy,2022-08-03,85.37147
Italy,2022-08-04,85.37231
Italy,2022-08-05,85.373146
Italy,2022-08-06,85.37361
Italy,2022-08-07,85.37366
Italy,2022-08-08,85.374245
Italy,2022-08-09,85.374916
Italy,2022-08-10,85.375725
Italy,2022-08-11,85.3764
Italy,2022-08-12,85.376854
Italy,2022-08-13,85.3771
Italy,2022-08-14,85.377106
Italy,2022-08-15,85.37711
Italy,2022-08-16,85.37751
Italy,2022-08-17,85.37809
Italy,2022-08-18,85.378746
Italy,2022-08-19,85.379166
Italy,2022-08-20,85.37951
Italy,2022-08-21,85.379555
Italy,2022-08-22,85.37999
Italy,2022-08-23,85.38056
Italy,2022-08-24,85.38129
Italy,2022-08-25,85.38207
Italy,2022-08-26,85.382744
Italy,2022-08-27,85.38316
Italy,2022-08-28,85.38321
Italy,2022-08-29,85.38378
Italy,2022-08-30,85.384415
Italy,2022-08-31,85.385254
Italy,2022-09-01,85.38586
Italy,2022-09-02,85.38647
Italy,2022-09-03,85.38684
Italy,2022-09-04,85.386894
Italy,2022-09-05,85.38755
Italy,2022-09-06,85.38816
Italy,2022-09-07,85.38934
Italy,2022-09-08,85.38991
Italy,2022-09-09,85.390526
Italy,2022-09-10,85.39101
Italy,2022-09-11,85.39105
Italy,2022-09-12,85.39153
Italy,2022-09-13,85.39207
Italy,2022-09-14,85.39252
Italy,2022-09-15,85.39305
Italy,2022-09-16,85.39356
Italy,2022-09-17,85.39394
Italy,2022-09-18,85.39397
Italy,2022-09-19,85.394295
Italy,2022-09-20,85.394684
Italy,2022-09-21,85.39505
Italy,2022-09-22,85.39544
Italy,2022-09-23,85.39579
Italy,2022-09-24,85.396126
Italy,2022-09-25,85.39614
Italy,2022-09-26,85.3965
Italy,2022-09-27,85.39695
Italy,2022-09-28,85.397285
Italy,2022-09-29,85.39766
Italy,2022-09-30,85.39806
Italy,2022-10-01,85.39834
Italy,2022-10-02,85.39837
Italy,2022-10-03,85.398636
Italy,2022-10-04,85.39907
Italy,2022-10-05,85.399475
Italy,2022-10-06,85.39985
Italy,2022-10-07,85.40046
Italy,2022-10-08,85.40076
Italy,2022-10-09,85.400764
Italy,2022-10-10,85.401054
Italy,2022-10-11,85.4014
Italy,2022-10-12,85.40182
Italy,2022-10-13,85.40234
Italy,2022-10-14,85.40276
Italy,2022-10-15,85.403114
Italy,2022-10-16,85.40312
Italy,2022-10-17,85.40359
Italy,2022-10-18,85.40407
Italy,2022-10-19,85.404495
Italy,2022-10-20,85.404915
Italy,2022-10-21,85.40539
Italy,2022-10-22,85.40573
Italy,2022-10-23,85.405754
Italy,2022-10-24,85.406075
Italy,2022-10-25,85.406555
Italy,2022-10-26,85.40723
Italy,2022-10-27,85.40778
Italy,2022-10-28,85.40834
Italy,2022-10-29,85.408585
Italy,2022-10-30,85.408615
Italy,2022-10-31,85.40895
Italy,2022-11-01,85.40897
Italy,2022-11-02,85.40929
Italy,2022-11-03,85.40967
Italy,2022-11-04,85.41002
Italy,2022-11-05,85.41024
Italy,2022-11-06,85.410255
Italy,2022-11-07,85.41057
Italy,2022-11-08,85.41114
Italy,2022-11-09,85.41148
Italy,2022-11-10,85.41191
Italy,2022-11-11,85.4123
Italy,2022-11-12,85.412544
Italy,2022-11-13,85.41256
Italy,2022-11-14,85.41284
Italy,2022-11-15,85.413216
Italy,2022-11-16,85.413666
Italy,2022-11-17,85.41415
Italy,2022-11-18,85.414505
Italy,2022-11-19,85.41469
Italy,2022-11-20,85.4147
Italy,2022-11-21,85.41496
Italy,2022-11-22,85.41527
Italy,2022-11-23,85.41564
Italy,2022-11-24,85.41598
Italy,2022-11-25,85.416306
Italy,2022-11-26,85.416534
Italy,2022-11-27,85.41657
Italy,2022-11-28,85.41686
Italy,2022-11-29,85.41729
Italy,2022-11-30,85.41766
Italy,2022-12-01,85.417946
Italy,2022-12-02,85.41836
Italy,2022-12-03,85.41858
Italy,2022-12-04,85.41859
Italy,2022-12-05,85.418915
Italy,2022-12-06,85.41924
Italy,2022-12-07,85.4196
Italy,2022-12-08,85.41961
Italy,2022-12-09,85.419914
Italy,2022-12-10,85.42001
Italy,2022-12-11,85.42003
Italy,2022-12-12,85.420235
Italy,2022-12-13,85.42063
Italy,2022-12-14,85.42095
Italy,2022-12-15,85.421295
Italy,2022-12-16,85.42157
Italy,2022-12-17,85.42173
Italy,2022-12-18,85.42175
Italy,2022-12-19,85.422
Italy,2022-12-20,85.42228
Italy,2022-12-21,85.42251
Italy,2022-12-22,85.42272
Italy,2022-12-23,85.422935
Italy,2022-12-24,85.423004
Italy,2022-12-25,85.423004
Italy,2022-12-26,85.423004
Italy,2022-12-27,85.42325
Italy,2022-12-28,85.42346
Italy,2022-12-29,85.42371
Italy,2022-12-30,85.4239
Italy,2022-12-31,85.42391
Italy,2023-01-01,85.42392
Italy,2023-01-02,85.424034
Italy,2023-01-03,85.42433
Italy,2023-01-04,85.4246
Italy,2023-01-05,85.42487
Italy,2023-01-06,85.42488
Italy,2023-01-07,85.42505
Italy,2023-01-08,85.42505
Italy,2023-01-09,85.42529
Italy,2023-01-10,85.425514
Italy,2023-01-11,85.42587
Italy,2023-01-12,85.42618
Italy,2023-01-13,85.42645
Italy,2023-01-14,85.42672
Italy,2023-01-15,85.42672
Italy,2023-01-16,85.42688
Italy,2023-01-17,85.42713
Italy,2023-01-18,85.427414
Italy,2023-01-19,85.42766
Italy,2023-01-20,85.42795
Italy,2023-01-21,85.42809
Italy,2023-01-22,85.4281
Italy,2023-01-23,85.42823
Italy,2023-01-24,85.42849
Italy,2023-01-25,85.42875
Italy,2023-01-26,85.429016
Italy,2023-01-27,85.429184
Italy,2023-01-28,85.42929
Italy,2023-01-29,85.42929
Italy,2023-01-30,85.42942
Italy,2023-01-31,85.429634
Italy,2023-02-01,85.42974
Italy,2023-02-02,85.429886
Italy,2023-02-03,85.43002
Italy,2023-02-04,85.43012
Italy,2023-02-05,85.43013
Italy,2023-02-06,85.43025
Italy,2023-02-07,85.430374
Italy,2023-02-08,85.430504
Italy,2023-02-09,85.430626
Italy,2023-02-10,85.43073
Italy,2023-02-11,85.43087
Italy,2023-02-12,85.43087
Italy,2023-02-13,85.430954
Italy,2023-02-14,85.43108
Italy,2023-02-15,85.431206
Italy,2023-02-16,85.43132
Italy,2023-02-17,85.43141
Italy,2023-02-18,85.43145
Italy,2023-02-19,85.43145
Italy,2023-02-20,85.431526
Italy,2023-02-21,85.43169
Italy,2023-02-22,85.43192
Italy,2023-02-23,85.43202
Italy,2023-02-24,85.4321
Italy,2023-02-25,85.43216
Italy,2023-02-26,85.43216
Italy,2023-02-27,85.43222
Italy,2023-02-28,85.43233
Italy,2023-03-01,85.4324
Italy,2023-03-02,85.432556
Italy,2023-03-03,85.43262
Italy,2023-03-04,85.432655
Italy,2023-03-05,85.432655
Italy,2023-03-06,85.4327
Italy,2023-03-07,85.43278
Italy,2023-03-08,85.43283
Italy,2023-03-09,85.43293
Italy,2023-03-10,85.43299
Italy,2023-03-11,85.43303
Italy,2023-03-12,85.43303
Italy,2023-03-13,85.433075
Italy,2023-03-14,85.43316
Italy,2023-03-15,85.43332
Italy,2023-03-16,85.43338
Italy,2023-03-17,85.43343
Italy,2023-03-18,85.433464
Italy,2023-03-19,85.433464
Italy,2023-03-20,85.433525
Italy,2023-03-21,85.43369
Italy,2023-03-22,85.43375
Italy,2023-03-23,85.43383
Italy,2023-03-24,85.43389
Italy,2023-03-25,85.433914
Italy,2023-03-26,85.433914
Italy,2023-03-27,85.43397
Italy,2023-03-28,85.43405
Italy,2023-03-29,85.434166
Italy,2023-03-30,85.43424
Italy,2023-03-31,85.43427
Italy,2023-04-01,85.43428
Italy,2023-04-02,85.43428
Italy,2023-04-03,85.43432
Italy,2023-04-04,85.434364
Italy,2023-04-05,85.434395
Italy,2023-04-06,85.43444
Italy,2023-04-07,85.43447
Italy,2023-04-08,85.43447
Italy,2023-04-09,85.43447
Italy,2023-04-10,85.43447
Italy,2023-04-11,85.43455
Italy,2023-04-12,85.43457
Italy,2023-04-13,85.43464
Italy,2023-04-14,85.434685
Italy,2023-04-15,85.4347
Italy,2023-04-16,85.4347
Italy,2023-04-17,85.43476
Italy,2023-04-18,85.43484
Italy,2023-04-19,85.43495
Italy,2023-04-20,85.435
Italy,2023-04-21,85.43505
Italy,2023-04-22,85.43507
Italy,2023-04-23,85.43507
Italy,2023-04-24,85.435074
Italy,2023-04-25,85.435074
Italy,2023-04-26,85.43512
Italy,2023-04-27,85.43518
Italy,2023-04-28,85.43525
Italy,2023-04-29,85.435265
Italy,2023-04-30,85.43527
Italy,2023-05-01,85.43527
Italy,2023-05-02,85.435295
Italy,2023-05-03,85.43534
Italy,2023-05-04,85.43536
Italy,2023-05-05,85.4354
Italy,2023-05-06,85.43541
Italy,2023-05-07,85.43541
Italy,2023-05-08,85.43544
Italy,2023-05-09,85.43546
Italy,2023-05-10,85.43549
Italy,2023-05-11,85.435585
Italy,2023-05-12,85.43562
Italy,2023-05-13,85.43563
Italy,2023-05-14,85.43563
Italy,2023-05-15,85.43566
Italy,2023-05-16,85.435684
Italy,2023-05-17,85.43572
Italy,2023-05-18,85.43577
Italy,2023-05-19,85.435776
Italy,2023-05-20,85.43578
Italy,2023-05-21,85.43578
Italy,2023-05-22,85.43581
Italy,2023-05-23,85.435844
Italy,2023-05-24,85.43586
Italy,2023-05-25,85.43589
Italy,2023-05-26,85.43592
Italy,2023-05-27,85.43593
Italy,2023-05-28,85.43593
Italy,2023-05-29,85.43594
Italy,2023-05-30,85.43597
Italy,2023-05-31,85.43603
Italy,2023-06-01,85.43604
Italy,2023-06-02,85.43604
Italy,2023-06-03,85.43604
Italy,2023-06-04,85.43604
Italy,2023-06-05,85.436066
Italy,2023-06-06,85.4361
Italy,2023-06-07,85.43611
Italy,2023-06-08,85.43616
Italy,2023-06-09,85.43617
Italy,2023-06-10,85.43618
Italy,2023-06-11,85.43618
Italy,2023-06-12,85.436195
Italy,2023-06-13,85.436195
Italy,2023-06-14,85.43622
Italy,2023-06-15,85.436226
Italy,2023-06-16,85.43623
Italy,2023-06-17,85.43624
Italy,2023-06-19,85.43625
Italy,2023-06-20,85.43628
Italy,2023-06-21,85.43629
Italy,2023-06-22,85.43631
Italy,2023-06-23,85.43632
Italy,2023-06-24,85.43632
Italy,2023-06-25,85.43632
Italy,2023-06-26,85.436325
Italy,2023-06-27,85.43633
Italy,2023-06-28,85.43636
Italy,2023-06-29,85.43637
Italy,2023-06-30,85.43637
Italy,2023-07-01,85.43637
Italy,2023-07-03,85.43638
Italy,2023-07-04,85.43638
Italy,2023-07-05,85.436386
Italy,2023-07-06,85.4364
Italy,2023-07-07,85.4364
Italy,2023-07-08,85.43641
Italy,2023-07-10,85.43641
Italy,2023-07-11,85.43642
Italy,2023-07-12,85.43642
Italy,2023-07-13,85.436455
Italy,2023-07-14,85.43646
Italy,2023-07-15,85.43646
Italy,2023-07-17,85.43646
Italy,2023-07-18,85.436485
Italy,2023-07-19,85.43649
Italy,2023-07-20,85.4365
Italy,2023-07-21,85.43651
Italy,2023-07-22,85.43651
Italy,2023-07-24,85.436516
Italy,2023-07-25,85.43653
Italy,2023-07-26,85.43653
Italy,2023-07-27,85.436554
Italy,2023-07-28,85.436554
Italy,2023-07-29,85.436554
Italy,2023-07-31,85.43656
Italy,2023-08-01,85.43664
Italy,2023-08-02,85.43664
Italy,2023-08-03,85.43664
Italy,2023-08-04,85.436646
Italy,2023-08-05,85.436646
Italy,2023-08-07,85.43665
Italy,2023-08-08,85.43665
Italy,2023-08-09,85.43666
Italy,2023-08-10,85.43668
Italy,2023-08-11,85.43669
Italy,2023-08-12,85.43669
Italy,2023-08-14,85.43669
Italy,2023-08-15,85.43669
Italy,2023-08-16,85.43669
Italy,2023-08-17,85.4367
Italy,2023-08-18,85.43671
Italy,2023-08-19,85.43671
Italy,2023-08-21,85.43671
Italy,2023-08-22,85.436714
Italy,2023-08-23,85.43673
Italy,2023-08-24,85.43673
Italy,2023-08-25,85.43676
Italy,2023-08-26,85.43677
Italy,2023-08-28,85.43677
Italy,2023-08-29,85.436775
Italy,2023-08-30,85.4368
Italy,2023-08-31,85.436806
Italy,2023-09-01,85.43681
Italy,2023-09-02,85.43681
Italy,2023-09-04,85.43681
Italy,2023-09-05,85.43682
Italy,2023-09-06,85.43682
Italy,2023-09-07,85.43684
Italy,2023-09-08,85.436844
Italy,2023-09-09,85.436844
Italy,2023-09-11,85.436844
Italy,2023-09-12,85.436844
Italy,2023-09-13,85.43685
Italy,2023-09-14,85.43686
Italy,2023-09-15,85.43687
Italy,2023-09-16,85.43687
Italy,2023-09-17,85.43687
Italy,2023-09-18,85.436874
Italy,2023-09-19,85.436874
Italy,2023-09-20,85.43688
Italy,2023-09-21,85.43688
Italy,2023-09-22,85.43689
Italy,2023-09-23,85.43689
Italy,2023-09-24,85.43689
Italy,2023-09-25,85.4369
Italy,2023-09-26,85.4369
Italy,2023-09-27,85.4369
Italy,2023-09-28,85.4369
Italy,2023-09-29,85.436905
Italy,2023-09-30,85.436905
Italy,2023-10-02,85.436905
Italy,2023-10-03,85.436905
Italy,2023-10-04,85.436905
Italy,2023-10-05,85.436905
Italy,2023-10-06,85.436905
Italy,2023-10-07,85.436905
Italy,2023-10-09,85.436905
Italy,2023-10-10,85.436905
Italy,2023-10-11,85.436905
Italy,2023-10-12,85.43691
Italy,2023-10-13,85.43691
Italy,2023-10-16,85.43692
Italy,2023-10-17,85.43692
Italy,2023-10-18,85.43692
Italy,2023-10-19,85.43692
Italy,2023-10-20,85.43692
Italy,2023-10-21,85.43693
Italy,2023-10-22,85.43693
Italy,2023-10-23,85.43693
Italy,2023-10-24,85.43693
Italy,2023-10-25,85.436935
Italy,2023-10-26,85.436935
Italy,2023-10-27,85.43694
Italy,2023-10-28,85.43694
Italy,2023-10-30,85.43694
Italy,2023-10-31,85.43695
Italy,2023-11-01,85.43695
Italy,2023-11-02,85.43695
Italy,2023-11-03,85.43695
Italy,2023-11-04,85.43695
Italy,2023-11-05,85.43695
Italy,2023-11-06,85.43695
Italy,2023-11-07,85.43695
Italy,2023-11-08,85.43696
Italy,2023-11-09,85.43696
Italy,2023-11-10,85.436966
Italy,2023-11-11,85.436966
Italy,2023-11-12,85.436966
Italy,2023-11-13,85.436966
Italy,2023-11-14,85.43697
Italy,2023-11-15,85.43697
Italy,2023-11-16,85.43697
Japan,2021-02-17,0.00010000197
Japan,2021-02-18,0.00048880966
Japan,2021-02-19,0.0040312796
Japan,2021-02-22,0.009547388
Japan,2021-02-24,0.014310682
Japan,2021-02-25,0.017517146
Japan,2021-02-26,0.02282445
Japan,2021-03-01,0.025428502
Japan,2021-03-02,0.027818149
Japan,2021-03-03,0.02984299
Japan,2021-03-04,0.031339817
Japan,2021-03-05,0.037175935
Japan,2021-03-08,0.056637917
Japan,2021-03-09,0.0860481
Japan,2021-03-10,0.11913435
Japan,2021-03-11,0.14459565
Japan,2021-03-12,0.18175879
Japan,2021-03-15,0.22592285
Japan,2021-03-16,0.27988073
Japan,2021-03-17,0.33856347
Japan,2021-03-18,0.39233813
Japan,2021-03-19,0.44277194
Japan,2021-03-22,0.49886504
Japan,2021-03-23,0.5339065
Japan,2021-03-24,0.56489193
Japan,2021-03-25,0.5901492
Japan,2021-03-26,0.62534434
Japan,2021-03-29,0.6605762
Japan,2021-03-30,0.68237025
Japan,2021-03-31,0.70174104
Japan,2021-04-01,0.7146661
Japan,2021-04-02,0.7306872
Japan,2021-04-05,0.7653255
Japan,2021-04-06,0.7968621
Japan,2021-04-07,0.82915956
Japan,2021-04-08,0.85312486
Japan,2021-04-09,0.8813758
Japan,2021-04-12,0.9066347
Japan,2021-04-13,0.92122376
Japan,2021-04-14,0.9331488
Japan,2021-04-15,0.953562
Japan,2021-04-16,0.98599064
Japan,2021-04-17,0.9921332
Japan,2021-04-18,0.9988725
Japan,2021-04-19,1.0754557
Japan,2021-04-20,1.1927795
Japan,2021-04-21,1.3396728
Japan,2021-04-22,1.4866749
Japan,2021-04-23,1.6465901
Japan,2021-04-24,1.675025
Japan,2021-04-25,1.6954471
Japan,2021-04-26,1.9176618
Japan,2021-04-27,2.1150312
Japan,2021-04-28,2.3351157
Japan,2021-04-29,2.351405
Japan,2021-04-30,2.582694
Japan,2021-05-01,2.6151228
Japan,2021-05-02,2.6369472
Japan,2021-05-03,2.642865
Japan,2021-05-04,2.649661
Japan,2021-05-05,2.6575243
Japan,2021-05-06,2.910959
Japan,2021-05-07,3.0292509
Japan,2021-05-08,3.0797255
Japan,2021-05-09,3.1403668
Japan,2021-05-10,3.3494396
Japan,2021-05-11,3.5285392
Japan,2021-05-12,3.7257054
Japan,2021-05-13,3.9285054
Japan,2021-05-14,4.1175237
Japan,2021-05-15,4.229385
Japan,2021-05-16,4.3816047
Japan,2021-05-17,4.658111
Japan,2021-05-18,4.9401493
Japan,2021-05-19,5.2613864
Japan,2021-05-20,5.58836
Japan,2021-05-21,5.8959665
Japan,2021-05-22,6.1264687
Japan,2021-05-23,6.3884706
Japan,2021-05-24,6.8612595
Japan,2021-05-25,7.351813
Japan,2021-05-26,7.89214
Japan,2021-05-27,8.410438
Japan,2021-05-28,8.910871
Japan,2021-05-29,9.293956
Japan,2021-05-30,9.66612
Japan,2021-05-31,10.202551
Japan,2021-06-01,10.7833805
Japan,2021-06-02,11.385782
Japan,2021-06-03,11.982461
Japan,2021-06-04,12.567666
Japan,2021-06-05,13.068433
Japan,2021-06-06,13.524509
Japan,2021-06-07,14.150271
Japan,2021-06-08,14.800145
Japan,2021-06-09,15.435776
Japan,2021-06-10,16.045677
Japan,2021-06-11,16.664253
Japan,2021-06-12,17.201452
Japan,2021-06-13,17.690113
Japan,2021-06-14,18.258987
Japan,2021-06-15,18.82951
Japan,2021-06-16,19.387197
Japan,2021-06-17,19.95422
Japan,2021-06-18,20.507338
Japan,2021-06-19,21.04778
Japan,2021-06-20,21.588562
Japan,2021-06-21,22.213696
Japan,2021-06-22,22.845201
Japan,2021-06-23,23.490908
Japan,2021-06-24,24.113848
Japan,2021-06-25,24.733622
Japan,2021-06-26,25.341976
Japan,2021-06-27,25.971684
Japan,2021-06-28,26.623089
Japan,2021-06-29,27.287601
Japan,2021-06-30,27.980642
Japan,2021-07-01,28.521503
Japan,2021-07-02,29.022715
Japan,2021-07-03,29.73626
Japan,2021-07-04,30.410896
Japan,2021-07-05,31.216076
Japan,2021-07-06,32.05193
Japan,2021-07-07,32.897644
Japan,2021-07-08,33.749954
Japan,2021-07-09,34.6069
Japan,2021-07-10,35.44086
Japan,2021-07-11,36.05482
Japan,2021-07-12,36.753685
Japan,2021-07-13,37.48074
Japan,2021-07-14,38.188057
Japan,2021-07-15,38.8822
Japan,2021-07-16,39.602856
Japan,2021-07-17,40.267185
Japan,2021-07-18,40.760723
Japan,2021-07-19,41.196903
Japan,2021-07-20,41.85153
Japan,2021-07-21,42.451313
Japan,2021-07-22,42.710697
Japan,2021-07-23,42.913452
Japan,2021-07-24,43.287323
Japan,2021-07-25,43.62411
Japan,2021-07-26,44.093113
Japan,2021-07-27,44.594124
Japan,2021-07-28,45.085472
Japan,2021-07-29,45.578358
Japan,2021-07-30,46.096508
Japan,2021-07-31,46.60975
Japan,2021-08-01,47.05871
Japan,2021-08-02,47.515415
Japan,2021-08-03,47.986134
Japan,2021-08-04,48.447178
Japan,2021-08-05,48.898407
Japan,2021-08-06,49.36551
Japan,2021-08-07,49.925423
Japan,2021-08-08,50.413994
Japan,2021-08-09,50.549255
Japan,2021-08-10,50.940643
Japan,2021-08-11,51.339565
Japan,2021-08-12,51.733513
Japan,2021-08-13,52.01019
Japan,2021-08-14,52.29402
Japan,2021-08-15,52.58987
Japan,2021-08-16,52.93792
Japan,2021-08-17,53.37576
Japan,2021-08-18,53.838093
Japan,2021-08-19,54.299747
Japan,2021-08-20,54.79239
Japan,2021-08-21,55.36999
Japan,2021-08-22,55.872486
Japan,2021-08-23,56.311913
Japan,2021-08-24,56.802063
Japan,2021-08-25,57.286346
Japan,2021-08-26,57.743122
Japan,2021-08-27,58.256836
Japan,2021-08-28,58.84156
Japan,2021-08-29,59.321266
Japan,2021-08-30,59.633842
Japan,2021-08-31,60.15587
Japan,2021-09-01,60.67373
Japan,2021-09-02,61.012234
Japan,2021-09-03,61.60623
Japan,2021-09-04,62.37309
Japan,2021-09-05,62.99603
Japan,2021-09-06,63.4917
Japan,2021-09-07,63.99792
Japan,2021-09-08,64.47772
Japan,2021-09-09,64.947205
Japan,2021-09-10,65.46786
Japan,2021-09-11,66.098366
Japan,2021-09-12,66.59444
Japan,2021-09-13,67.00398
Japan,2021-09-14,67.43446
Japan,2021-09-15,67.84646
Japan,2021-09-16,68.24759
Japan,2021-09-17,68.71026
Japan,2021-09-18,69.30275
Japan,2021-09-19,69.76444
Japan,2021-09-20,69.88966
Japan,2021-09-21,70.21908
Japan,2021-09-22,70.55597
Japan,2021-09-23,70.712036
Japan,2021-09-24,71.06153
Japan,2021-09-25,71.5225
Japan,2021-09-26,71.88085
Japan,2021-09-27,72.18298
Japan,2021-09-28,72.509224
Japan,2021-09-29,72.83252
Japan,2021-09-30,73.14405
Japan,2021-10-01,73.4964
Japan,2021-10-02,73.97556
Japan,2021-10-03,74.35079
Japan,2021-10-04,74.61603
Japan,2021-10-05,74.89322
Japan,2021-10-06,75.158516
Japan,2021-10-07,75.4132
Japan,2021-10-08,75.7156
Japan,2021-10-09,76.12317
Japan,2021-10-10,76.42701
Japan,2021-10-11,76.65513
Japan,2021-10-12,76.87193
Japan,2021-10-13,76.985634
Japan,2021-10-14,77.196556
Japan,2021-10-15,77.44042
Japan,2021-10-16,77.759705
Japan,2021-10-17,77.95952
Japan,2021-10-18,78.101746
Japan,2021-10-19,78.24053
Japan,2021-10-20,78.37342
Japan,2021-10-21,78.49262
Japan,2021-10-22,78.64866
Japan,2021-10-23,78.86176
Japan,2021-10-24,78.99563
Japan,2021-10-25,79.08386
Japan,2021-10-26,79.17483
Japan,2021-10-27,79.25966
Japan,2021-10-28,79.34195
Japan,2021-10-29,79.44723
Japan,2021-10-30,79.59301
Japan,2021-10-31,79.68883
Japan,2021-11-01,79.73466
Japan,2021-11-02,79.765656
Japan,2021-11-03,79.78304
Japan,2021-11-04,79.827034
Japan,2021-11-05,79.894844
Japan,2021-11-06,79.98794
Japan,2021-11-07,80.046814
Japan,2021-11-08,80.085495
Japan,2021-11-09,80.125786
Japan,2021-11-10,80.15298
Japan,2021-11-11,80.17748
Japan,2021-11-12,80.218124
Japan,2021-11-13,80.272285
Japan,2021-11-14,80.29701
Japan,2021-11-15,80.31775
Japan,2021-11-16,80.33805
Japan,2021-11-17,80.35802
Japan,2021-11-18,80.37673
Japan,2021-11-19,80.41045
Japan,2021-11-20,80.45524
Japan,2021-11-21,80.47522
Japan,2021-11-22,80.4933
Japan,2021-11-23,80.49729
Japan,2021-11-24,80.51527
Japan,2021-11-25,80.53147
Japan,2021-11-26,80.56216
Japan,2021-11-27,80.603424
Japan,2021-11-28,80.61932
Japan,2021-11-29,80.63402
Japan,2021-11-30,80.64846
Japan,2021-12-01,80.66141
Japan,2021-12-02,80.67363
Japan,2021-12-03,80.69697
Japan,2021-12-04,80.7327
Japan,2021-12-05,80.74567
Japan,2021-12-06,80.7569
Japan,2021-12-07,80.76633
Japan,2021-12-08,80.7718
Japan,2021-12-09,80.77569
Japan,2021-12-10,80.78202
Japan,2021-12-11,80.79084
Japan,2021-12-12,80.79439
Japan,2021-12-13,80.79814
Japan,2021-12-14,80.804
Japan,2021-12-15,80.81173
Japan,2021-12-16,80.819885
Japan,2021-12-17,80.83825
Japan,2021-12-18,80.86662
Japan,2021-12-19,80.87814
Japan,2021-12-20,80.88332
Japan,2021-12-21,80.8933
Japan,2021-12-22,80.90348
Japan,2021-12-23,80.91191
Japan,2021-12-24,80.92667
Japan,2021-12-25,80.94903
Japan,2021-12-26,80.95817
Japan,2021-12-27,80.96529
Japan,2021-12-28,80.971
Japan,2021-12-29,80.97334
Japan,2021-12-30,80.97409
Japan,2021-12-31,80.974266
Japan,2022-01-01,80.97427
Japan,2022-01-02,80.97438
Japan,2022-01-03,80.97447
Japan,2022-01-04,80.9771
Japan,2022-01-05,80.98189
Japan,2022-01-06,80.987274
Japan,2022-01-07,81.00043
Japan,2022-01-08,81.022156
Japan,2022-01-09,81.03048
Japan,2022-01-10,81.03154
Japan,2022-01-11,81.03872
Japan,2022-01-12,81.046036
Japan,2022-01-13,81.052635
Japan,2022-01-14,81.06656
Japan,2022-01-15,81.08829
Japan,2022-01-16,81.09693
Japan,2022-01-17,81.10577
Japan,2022-01-18,81.11492
Japan,2022-01-19,81.123505
Japan,2022-01-20,81.13179
Japan,2022-01-21,81.14153
Japan,2022-01-22,81.16375
Japan,2022-01-23,81.171776
Japan,2022-01-24,81.180565
Japan,2022-01-25,81.18941
Japan,2022-01-26,81.19773
Japan,2022-01-27,81.205414
Japan,2022-01-28,81.22089
Japan,2022-01-29,81.24188
Japan,2022-01-30,81.249435
Japan,2022-01-31,81.2571
Japan,2022-02-01,81.26708
Japan,2022-02-02,81.27278
Japan,2022-02-03,81.28047
Japan,2022-02-04,81.29538
Japan,2022-02-05,81.31566
Japan,2022-02-06,81.323204
Japan,2022-02-07,81.33263
Japan,2022-02-08,81.340485
Japan,2022-02-09,81.34804
Japan,2022-02-10,81.355225
Japan,2022-02-11,81.35868
Japan,2022-02-12,81.373146
Japan,2022-02-13,81.37912
Japan,2022-02-14,81.38556
Japan,2022-02-15,81.39298
Japan,2022-02-16,81.40026
Japan,2022-02-17,81.4071
Japan,2022-02-18,81.419464
Japan,2022-02-19,81.435646
Japan,2022-02-20,81.44254
Japan,2022-02-21,81.44869
Japan,2022-02-22,81.455696
Japan,2022-02-23,81.45765
Japan,2022-02-24,81.46363
Japan,2022-02-25,81.47331
Japan,2022-02-26,81.48689
Japan,2022-02-27,81.49293
Japan,2022-02-28,81.497406
Japan,2022-03-01,81.50416
Japan,2022-03-02,81.509964
Japan,2022-03-03,81.51609
Japan,2022-03-04,81.52812
Japan,2022-03-05,81.55017
Japan,2022-03-06,81.562386
Japan,2022-03-07,81.57249
Japan,2022-03-08,81.58386
Japan,2022-03-09,81.59499
Japan,2022-03-10,81.60705
Japan,2022-03-11,81.627075
Japan,2022-03-12,81.67084
Japan,2022-03-13,81.690125
Japan,2022-03-14,81.705605
Japan,2022-03-15,81.72358
Japan,2022-03-16,81.73924
Japan,2022-03-17,81.75339
Japan,2022-03-18,81.78149
Japan,2022-03-19,81.838425
Japan,2022-03-20,81.86391
Japan,2022-03-21,81.86656
Japan,2022-03-22,81.885376
Japan,2022-03-23,81.90455
Japan,2022-03-24,81.92257
Japan,2022-03-25,81.95596
Japan,2022-03-26,82.01974
Japan,2022-03-27,82.05132
Japan,2022-03-28,82.07116
Japan,2022-03-29,82.09354
Japan,2022-03-30,82.11337
Japan,2022-03-31,82.1289
Japan,2022-04-01,82.158295
Japan,2022-04-02,82.21215
Japan,2022-04-03,82.237144
Japan,2022-04-04,82.252525
