Entity,Day,Case fatality rate of COVID-19 (%)
United States,2021-06-10,1.8009465
United States,2021-06-11,1.8010471
United States,2021-06-12,1.8013349
United States,2021-06-13,1.801792
United States,2021-06-14,1.8017482
United States,2021-06-15,1.8017327
United States,2021-06-16,1.8018833
United States,2021-06-17,1.8021508
United States,2021-06-18,1.8024457
United States,2021-06-19,1.802554
United States,2021-06-20,1.802724
United States,2021-06-21,1.8028095
United States,2021-06-22,1.8029898
United States,2021-06-23,1.8033255
United States,2021-06-24,1.8035313
United States,2021-06-25,1.8037611
United States,2021-06-26,1.8038636
United States,2021-06-27,1.8042903
United States,2021-06-28,1.8042967
United States,2021-06-29,1.8042378
United States,2021-06-30,1.8042217
United States,2021-07-01,1.8042281
United States,2021-07-02,1.8043301
United States,2021-07-03,1.8041911
United States,2021-07-04,1.804189
United States,2021-07-05,1.8039315
United States,2021-07-06,1.8037407
United States,2021-07-07,1.8035551
United States,2021-07-08,1.8033786
United States,2021-07-09,1.8029056
United States,2021-07-10,1.7938445
United States,2021-07-11,1.7933135
United States,2021-07-12,1.7926443
United States,2021-07-13,1.7921078
United States,2021-07-14,1.7914472
United States,2021-07-15,1.7905892
United States,2021-07-16,1.789572
United States,2021-07-17,1.7883698
United States,2021-07-18,1.7872312
United States,2021-07-19,1.786077
United States,2021-07-20,1.7850341
United States,2021-07-21,1.7834958
United States,2021-07-22,1.7817613
United States,2021-07-23,1.7797275
United States,2021-07-24,1.7769816
United States,2021-07-25,1.7745764
United States,2021-07-26,1.7725332
United States,2021-07-27,1.7710278
United States,2021-07-28,1.768555
United States,2021-07-29,1.7656021
United States,2021-07-30,1.7624788
United States,2021-07-31,1.7588562
United States,2021-08-01,1.7550806
United States,2021-08-02,1.7521578
United States,2021-08-03,1.7501475
United States,2021-08-04,1.7469035
United States,2021-08-05,1.7434129
United States,2021-08-06,1.7392439
United States,2021-08-07,1.7350886
United States,2021-08-08,1.7309068
United States,2021-08-09,1.7268857
United States,2021-08-10,1.7236838
United States,2021-08-11,1.7212174
United States,2021-08-12,1.717409
United States,2021-08-13,1.7122808
United States,2021-08-14,1.7078269
United States,2021-08-15,1.7042496
United States,2021-08-16,1.7002025
United States,2021-08-17,1.6969204
United States,2021-08-18,1.6941905
United States,2021-08-19,1.6905184
United States,2021-08-20,1.6868901
United States,2021-08-21,1.6827023
United States,2021-08-22,1.6793314
United States,2021-08-23,1.6761041
United States,2021-08-24,1.6729543
United States,2021-08-25,1.6707959
United States,2021-08-26,1.6680088
United States,2021-08-27,1.6646211
United States,2021-08-28,1.6611247
United States,2021-08-29,1.6580385
United States,2021-08-30,1.6553822
United States,2021-08-31,1.6534958
United States,2021-09-01,1.650802
United States,2021-09-02,1.6479597
United States,2021-09-03,1.6448004
United States,2021-09-04,1.6422964
United States,2021-09-05,1.6397309
United States,2021-09-06,1.6376349
United States,2021-09-07,1.6359031
United States,2021-09-08,1.6338916
United States,2021-09-09,1.633016
United States,2021-09-10,1.6313368
United States,2021-09-11,1.6294836
United States,2021-09-12,1.628225
United States,2021-09-13,1.6263618
United States,2021-09-14,1.6246252
United States,2021-09-15,1.6232113
United States,2021-09-16,1.6226803
United States,2021-09-17,1.6223228
United States,2021-09-18,1.6208634
United States,2021-09-19,1.6203125
United States,2021-09-20,1.6193638
United States,2021-09-21,1.6185565
United States,2021-09-22,1.6180232
United States,2021-09-23,1.6184814
United States,2021-09-24,1.6189584
United States,2021-09-25,1.6185689
United States,2021-09-26,1.6193125
United States,2021-09-27,1.6190262
United States,2021-09-28,1.6185604
United States,2021-09-29,1.6190736
United States,2021-09-30,1.6197385
United States,2021-10-01,1.6205766
United States,2021-10-02,1.620465
United States,2021-10-03,1.6210546
United States,2021-10-04,1.6209586
United States,2021-10-05,1.6206408
United States,2021-10-06,1.6203378
United States,2021-10-07,1.6212661
United States,2021-10-08,1.6215773
United States,2021-10-09,1.621361
United States,2021-10-10,1.6224827
United States,2021-10-11,1.6222688
United States,2021-10-12,1.6224157
United States,2021-10-13,1.6218711
United States,2021-10-14,1.6229094
United States,2021-10-15,1.6235465
United States,2021-10-16,1.6235538
United States,2021-10-17,1.624759
United States,2021-10-18,1.6244643
United States,2021-10-19,1.6242876
United States,2021-10-20,1.626867
United States,2021-10-21,1.6280657
United States,2021-10-22,1.6293895
United States,2021-10-23,1.629603
United States,2021-10-24,1.6310284
United States,2021-10-25,1.6311723
United States,2021-10-26,1.6309274
United States,2021-10-27,1.6301597
United States,2021-10-28,1.6310254
United States,2021-10-29,1.6318872
United States,2021-10-30,1.6309963
United States,2021-10-31,1.6317575
United States,2021-11-01,1.6315007
United States,2021-11-02,1.6312567
United States,2021-11-03,1.6296713
United States,2021-11-04,1.630182
United States,2021-11-05,1.629973
United States,2021-11-06,1.6294428
United States,2021-11-07,1.6297675
United States,2021-11-08,1.6295283
United States,2021-11-09,1.6289706
United States,2021-11-10,1.6273844
United States,2021-11-11,1.6278975
United States,2021-11-12,1.627508
United States,2021-11-13,1.6270173
United States,2021-11-14,1.6264452
United States,2021-11-15,1.6251994
United States,2021-11-16,1.6244967
United States,2021-11-17,1.6221744
United States,2021-11-18,1.6219445
United States,2021-11-19,1.6213629
United States,2021-11-20,1.6252949
United States,2021-11-21,1.6248982
United States,2021-11-22,1.6241043
United States,2021-11-23,1.6231513
United States,2021-11-24,1.6206673
United States,2021-11-25,1.620504
United States,2021-11-26,1.6197671
United States,2021-11-27,1.6182785
United States,2021-11-28,1.6166946
United States,2021-11-29,1.6153965
United States,2021-11-30,1.6138985
United States,2021-12-01,1.614219
United States,2021-12-02,1.6135435
United States,2021-12-03,1.6126759
United States,2021-12-04,1.6104605
United States,2021-12-05,1.6088189
United States,2021-12-06,1.6077704
United States,2021-12-07,1.6065252
United States,2021-12-08,1.603122
United States,2021-12-09,1.6027545
United States,2021-12-10,1.6015394
United States,2021-12-11,1.5994372
United States,2021-12-12,1.599039
United States,2021-12-13,1.5979652
United States,2021-12-14,1.5967122
United States,2021-12-15,1.593398
United States,2021-12-16,1.5932163
United States,2021-12-17,1.5923514
United States,2021-12-18,1.5894188
United States,2021-12-19,1.588512
United States,2021-12-20,1.5869267
United States,2021-12-21,1.5842891
United States,2021-12-22,1.5788887
United States,2021-12-23,1.577028
United States,2021-12-24,1.5733335
United States,2021-12-25,1.5709909
United States,2021-12-26,1.5663162
United States,2021-12-27,1.563331
United States,2021-12-28,1.5575135
United States,2021-12-29,1.5471689
United States,2021-12-30,1.5402042
United States,2021-12-31,1.5299634
United States,2022-01-01,1.5159001
United States,2022-01-02,1.5052564
United States,2022-01-03,1.4977323
United States,2022-01-04,1.4878199
United States,2022-01-05,1.4669007
United States,2022-01-06,1.4530122
United States,2022-01-07,1.4384942
United States,2022-01-08,1.4224085
United States,2022-01-09,1.4061003
United States,2022-01-10,1.3969902
United States,2022-01-11,1.3868623
United States,2022-01-12,1.3615038
United States,2022-01-13,1.3490577
United States,2022-01-14,1.3346972
United States,2022-01-15,1.3194995
United States,2022-01-16,1.3058646
United States,2022-01-17,1.2986697
United States,2022-01-18,1.291733
United States,2022-01-19,1.2751751
United States,2022-01-20,1.2629368
United States,2022-01-21,1.253293
United States,2022-01-22,1.2434208
United States,2022-01-23,1.2350528
United States,2022-01-24,1.2310128
United States,2022-01-25,1.2268817
United States,2022-01-26,1.2134479
United States,2022-01-27,1.2100435
United States,2022-01-28,1.2056553
United States,2022-01-29,1.2001821
United States,2022-01-30,1.1965529
United States,2022-01-31,1.1950086
United States,2022-02-01,1.193706
United States,2022-02-02,1.1882144
United States,2022-02-03,1.1889523
United States,2022-02-04,1.1884353
United States,2022-02-05,1.1865255
United States,2022-02-06,1.1866312
United States,2022-02-07,1.1866454
United States,2022-02-08,1.1860781
United States,2022-02-09,1.1856585
United States,2022-02-10,1.1875597
United States,2022-02-11,1.1884351
United States,2022-02-12,1.1892256
United States,2022-02-13,1.1905811
United States,2022-02-14,1.1907891
United States,2022-02-15,1.1909918
United States,2022-02-16,1.19215
United States,2022-02-17,1.1948336
United States,2022-02-18,1.1966939
United States,2022-02-19,1.1981257
United States,2022-02-20,1.1994938
United States,2022-02-21,1.1997846
United States,2022-02-22,1.200059
United States,2022-02-23,1.2007246
United States,2022-02-24,1.2031198
United States,2022-02-25,1.2053257
United States,2022-02-26,1.2073488
United States,2022-02-27,1.2091308
United States,2022-02-28,1.2094698
United States,2022-03-01,1.2096487
United States,2022-03-02,1.2114074
United States,2022-03-03,1.2129331
United States,2022-03-04,1.2140732
United States,2022-03-05,1.2150109
United States,2022-03-06,1.2163225
United States,2022-03-07,1.2165108
United States,2022-03-08,1.216839
United States,2022-03-09,1.2178968
United States,2022-03-10,1.2196172
United States,2022-03-11,1.2213866
United States,2022-03-12,1.2223685
United States,2022-03-13,1.2236174
United States,2022-03-14,1.2240701
United States,2022-03-15,1.2241756
United States,2022-03-16,1.2201452
United States,2022-03-17,1.2215933
United States,2022-03-18,1.2229064
United States,2022-03-19,1.2237415
United States,2022-03-20,1.2244906
United States,2022-03-21,1.2245905
United States,2022-03-22,1.2246248
United States,2022-03-23,1.2250208
United States,2022-03-24,1.2258208
United States,2022-03-25,1.2266921
United States,2022-03-26,1.2272627
United States,2022-03-27,1.2277969
United States,2022-03-28,1.2278302
United States,2022-03-29,1.227799
United States,2022-03-30,1.2281618
United States,2022-03-31,1.2287114
United States,2022-04-01,1.2294419
United States,2022-04-02,1.229708
United States,2022-04-03,1.2300415
United States,2022-04-04,1.230047
United States,2022-04-05,1.230031
United States,2022-04-06,1.2300193
United States,2022-04-07,1.230162
United States,2022-04-08,1.2306948
United States,2022-04-09,1.230829
United States,2022-04-10,1.2312865
United States,2022-04-11,1.2312464
United States,2022-04-12,1.2310655
United States,2022-04-13,1.2309369
United States,2022-04-14,1.2314113
United States,2022-04-15,1.2314548
United States,2022-04-16,1.231377
United States,2022-04-17,1.2313743
United States,2022-04-18,1.2311766
United States,2022-04-19,1.2309589
United States,2022-04-20,1.2308625
United States,2022-04-21,1.2305746
United States,2022-04-22,1.2303756
United States,2022-04-23,1.2304329
United States,2022-04-24,1.2298042
United States,2022-04-25,1.2295344
United States,2022-04-26,1.2292873
United States,2022-04-27,1.2287945
United States,2022-04-28,1.2282877
United States,2022-04-29,1.2280161
United States,2022-04-30,1.2274297
United States,2022-05-01,1.2268108
United States,2022-05-02,1.2265278
United States,2022-05-03,1.2262857
United States,2022-05-04,1.225535
United States,2022-05-05,1.2252364
United States,2022-05-06,1.2247077
United States,2022-05-07,1.2238684
United States,2022-05-08,1.2230228
United States,2022-05-09,1.2226831
United States,2022-05-10,1.2222823
United States,2022-05-11,1.2209959
United States,2022-05-12,1.2199743
United States,2022-05-13,1.2187556
United States,2022-05-14,1.2176021
United States,2022-05-15,1.216373
United States,2022-05-16,1.2160364
United States,2022-05-17,1.2154298
United States,2022-05-18,1.2138805
United States,2022-05-19,1.2124109
United States,2022-05-20,1.210988
United States,2022-05-21,1.2096794
United States,2022-05-22,1.2080591
United States,2022-05-23,1.2076434
United States,2022-05-24,1.2070677
United States,2022-05-25,1.2059176
United States,2022-05-26,1.2045437
United States,2022-05-27,1.2031506
United States,2022-05-28,1.2019044
United States,2022-05-29,1.2004611
United States,2022-05-30,1.2000456
United States,2022-05-31,1.199604
United States,2022-06-01,1.198898
United States,2022-06-02,1.1970958
United States,2022-06-03,1.1957651
United States,2022-06-04,1.1945945
United States,2022-06-05,1.1931483
United States,2022-06-06,1.1925769
United States,2022-06-07,1.1921128
United States,2022-06-08,1.1910524
United States,2022-06-09,1.1894631
United States,2022-06-10,1.1881855
United States,2022-06-11,1.1870071
United States,2022-06-12,1.1853957
United States,2022-06-13,1.1850377
United States,2022-06-14,1.1846032
United States,2022-06-15,1.1836638
United States,2022-06-16,1.1822331
United States,2022-06-17,1.1809118
United States,2022-06-18,1.1799119
United States,2022-06-19,1.1786319
United States,2022-06-20,1.1782491
United States,2022-06-21,1.1778934
United States,2022-06-22,1.1773367
United States,2022-06-23,1.1753703
United States,2022-06-24,1.1742592
United States,2022-06-25,1.1734384
United States,2022-06-26,1.1718122
United States,2022-06-27,1.171337
United States,2022-06-28,1.1708239
United States,2022-06-29,1.1698093
United States,2022-06-30,1.1684355
United States,2022-07-01,1.1670643
United States,2022-07-02,1.1660926
United States,2022-07-03,1.1644051
United States,2022-07-04,1.1639178
United States,2022-07-05,1.1633987
United States,2022-07-06,1.1629232
United States,2022-07-07,1.1611952
United States,2022-07-08,1.1599435
United States,2022-07-09,1.1589038
United States,2022-07-10,1.1573111
United States,2022-07-11,1.1566974
United States,2022-07-12,1.1560696
United States,2022-07-13,1.1548898
United States,2022-07-14,1.1532111
United States,2022-07-15,1.1519754
United States,2022-07-16,1.150676
United States,2022-07-17,1.1488308
United States,2022-07-18,1.1482569
United States,2022-07-19,1.1477249
United States,2022-07-20,1.1468036
United States,2022-07-21,1.1452805
United States,2022-07-22,1.1439934
United States,2022-07-23,1.1426415
United States,2022-07-24,1.140708
United States,2022-07-25,1.140206
United States,2022-07-26,1.139703
United States,2022-07-27,1.1386867
United States,2022-07-28,1.1372483
United States,2022-07-29,1.1359869
United States,2022-07-30,1.1347363
United States,2022-07-31,1.1321738
United States,2022-08-01,1.13185
United States,2022-08-02,1.1315051
United States,2022-08-03,1.130458
United States,2022-08-04,1.1292393
United States,2022-08-05,1.1281626
United States,2022-08-06,1.1271474
United States,2022-08-07,1.1259542
United States,2022-08-08,1.125721
United States,2022-08-09,1.1254485
United States,2022-08-10,1.1246006
United States,2022-08-11,1.1237863
United States,2022-08-12,1.1229326
United States,2022-08-13,1.1220394
United States,2022-08-14,1.121094
United States,2022-08-15,1.120864
United States,2022-08-16,1.1207339
United States,2022-08-17,1.1198955
United States,2022-08-18,1.1191475
United States,2022-08-19,1.1185133
United States,2022-08-20,1.1177083
United States,2022-08-21,1.1167643
United States,2022-08-22,1.116571
United States,2022-08-23,1.1163734
United States,2022-08-24,1.1157205
United States,2022-08-25,1.1150521
United States,2022-08-26,1.114308
United States,2022-08-27,1.1135663
United States,2022-08-28,1.1128979
United States,2022-08-29,1.1127229
United States,2022-08-30,1.1125377
United States,2022-08-31,1.1118928
United States,2022-09-01,1.1111858
United States,2022-09-02,1.1106718
United States,2022-09-03,1.1099757
United States,2022-09-04,1.109297
United States,2022-09-05,1.1091236
United States,2022-09-06,1.1089559
United States,2022-09-07,1.1088117
United States,2022-09-08,1.1079686
United States,2022-09-09,1.1076192
United States,2022-09-10,1.1071172
United States,2022-09-11,1.1067852
United States,2022-09-12,1.1066682
United States,2022-09-13,1.1065217
United States,2022-09-14,1.1061213
United States,2022-09-15,1.106037
United States,2022-09-16,1.1058342
United States,2022-09-17,1.1054158
United States,2022-09-18,1.1050857
United States,2022-09-19,1.1049838
United States,2022-09-20,1.1048313
United States,2022-09-21,1.1045477
United States,2022-09-22,1.1045015
United States,2022-09-23,1.1042589
United States,2022-09-24,1.1038985
United States,2022-09-25,1.1036406
United States,2022-09-26,1.1035634
United States,2022-09-27,1.103475
United States,2022-09-28,1.1032817
United States,2022-09-29,1.103299
United States,2022-09-30,1.103608
United States,2022-10-01,1.1032232
United States,2022-10-02,1.1030483
United States,2022-10-03,1.1030371
United States,2022-10-04,1.1029364
United States,2022-10-05,1.1027536
United States,2022-10-06,1.1027838
United States,2022-10-07,1.1028458
United States,2022-10-08,1.1026194
United States,2022-10-09,1.1024874
United States,2022-10-10,1.1024319
United States,2022-10-11,1.102361
United States,2022-10-12,1.102256
United States,2022-10-13,1.1022323
United States,2022-10-14,1.1022518
United States,2022-10-15,1.1020839
United States,2022-10-16,1.1019685
United States,2022-10-17,1.101926
United States,2022-10-18,1.1018058
United States,2022-10-19,1.1016605
United States,2022-10-20,1.1016985
United States,2022-10-21,1.1016985
United States,2022-10-22,1.1017895
United States,2022-10-23,1.1017895
United States,2022-10-24,1.1017895
United States,2022-10-25,1.1017895
United States,2022-10-26,1.1017895
United States,2022-10-27,1.1017895
United States,2022-10-28,1.10207
United States,2022-10-29,1.10207
United States,2022-10-30,1.10207
United States,2022-10-31,1.10207
United States,2022-11-01,1.10207
United States,2022-11-02,1.10207
United States,2022-11-03,1.10207
United States,2022-11-04,1.1015693
United States,2022-11-05,1.1015693
United States,2022-11-06,1.1015693
United States,2022-11-07,1.1015693
United States,2022-11-08,1.1015693
United States,2022-11-09,1.1015693
United States,2022-11-10,1.1015693
United States,2022-11-11,1.100715
United States,2022-11-12,1.100715
United States,2022-11-13,1.100715
United States,2022-11-14,1.100715
United States,2022-11-15,1.100715
United States,2022-11-16,1.100715
United States,2022-11-17,1.100715
United States,2022-11-18,1.0998647
United States,2022-11-19,1.0998647
United States,2022-11-20,1.0998647
United States,2022-11-21,1.0998647
United States,2022-11-22,1.0998647
United States,2022-11-23,1.0998647
United States,2022-11-24,1.0998647
United States,2022-11-25,1.0991633
United States,2022-11-26,1.0991633
United States,2022-11-27,1.0991633
United States,2022-11-28,1.0991633
United States,2022-11-29,1.0991633
United States,2022-11-30,1.0991633
United States,2022-12-01,1.0991633
United States,2022-12-02,1.0975618
United States,2022-12-03,1.0975618
United States,2022-12-04,1.0975618
United States,2022-12-05,1.0975618
United States,2022-12-06,1.0975618
United States,2022-12-07,1.0975618
United States,2022-12-08,1.0975618
United States,2022-12-09,1.0954834
United States,2022-12-10,1.0954834
United States,2022-12-11,1.0954834
United States,2022-12-12,1.0954834
United States,2022-12-13,1.0954834
United States,2022-12-14,1.0954834
United States,2022-12-15,1.0954834
United States,2022-12-16,1.0932157
United States,2022-12-17,1.0932157
United States,2022-12-18,1.0932157
United States,2022-12-19,1.0932157
United States,2022-12-20,1.0932157
United States,2022-12-21,1.0932157
United States,2022-12-22,1.0932157
United States,2022-12-23,1.0906701
United States,2022-12-24,1.0906701
United States,2022-12-25,1.0906701
United States,2022-12-26,1.0906701
United States,2022-12-27,1.0906701
United States,2022-12-28,1.0906701
United States,2022-12-29,1.0906701
United States,2022-12-30,1.0888618
United States,2022-12-31,1.0888618
United States,2023-01-01,1.0888618
United States,2023-01-02,1.0888618
United States,2023-01-03,1.0888618
United States,2023-01-04,1.0888618
United States,2023-01-05,1.0888618
United States,2023-01-06,1.0864867
United States,2023-01-07,1.0864867
United States,2023-01-08,1.0864867
United States,2023-01-09,1.0864867
United States,2023-01-10,1.0864867
United States,2023-01-11,1.0864867
United States,2023-01-12,1.0864867
United States,2023-01-13,1.0860268
United States,2023-01-14,1.0860268
United States,2023-01-15,1.0860268
United States,2023-01-16,1.0860268
United States,2023-01-17,1.0860268
United States,2023-01-18,1.0860268
United States,2023-01-19,1.0860268
United States,2023-01-20,1.0863435
United States,2023-01-21,1.0863435
United States,2023-01-22,1.0863435
United States,2023-01-23,1.0863435
United States,2023-01-24,1.0863435
United States,2023-01-25,1.0863435
United States,2023-01-26,1.0863435
United States,2023-01-27,1.0868783
United States,2023-01-28,1.0868783
United States,2023-01-29,1.0868783
United States,2023-01-30,1.0868783
United States,2023-01-31,1.0868783
United States,2023-02-01,1.0868783
United States,2023-02-02,1.0868783
United States,2023-02-03,1.0872241
United States,2023-02-04,1.0872241
United States,2023-02-05,1.0872241
United States,2023-02-06,1.0872241
United States,2023-02-07,1.0872241
United States,2023-02-08,1.0872241
United States,2023-02-09,1.0872241
United States,2023-02-10,1.087633
United States,2023-02-11,1.087633
United States,2023-02-12,1.087633
United States,2023-02-13,1.087633
United States,2023-02-14,1.087633
United States,2023-02-15,1.087633
United States,2023-02-16,1.087633
United States,2023-02-17,1.0877218
United States,2023-02-18,1.0877218
United States,2023-02-19,1.0877218
United States,2023-02-20,1.0877218
United States,2023-02-21,1.0877218
United States,2023-02-22,1.0877218
United States,2023-02-23,1.0877218
United States,2023-02-24,1.0877218
United States,2023-02-25,1.0871885
United States,2023-02-26,1.0871885
United States,2023-02-27,1.0871885
United States,2023-02-28,1.0871885
United States,2023-03-01,1.0871885
United States,2023-03-02,1.0871885
United States,2023-03-03,1.0871885
United States,2023-03-04,1.0869148
United States,2023-03-05,1.0869148
United States,2023-03-06,1.0869148
United States,2023-03-07,1.0869148
United States,2023-03-08,1.0869148
United States,2023-03-09,1.0869148
United States,2023-03-10,1.0869148
United States,2023-03-11,1.0869468
United States,2023-03-12,1.0869468
United States,2023-03-13,1.0869468
United States,2023-03-14,1.0869468
United States,2023-03-15,1.0869468
United States,2023-03-16,1.0869468
United States,2023-03-17,1.0869468
United States,2023-03-18,1.0873026
United States,2023-03-19,1.0873026
United States,2023-03-20,1.0873026
United States,2023-03-21,1.0873026
United States,2023-03-22,1.0873026
United States,2023-03-23,1.0873026
United States,2023-03-24,1.0873026
United States,2023-03-25,1.0877123
United States,2023-03-26,1.0877123
United States,2023-03-27,1.0877123
United States,2023-03-28,1.0877123
United States,2023-03-29,1.0877123
United States,2023-03-30,1.0877123
United States,2023-03-31,1.0877123
United States,2023-04-01,1.0875448
United States,2023-04-02,1.0875448
United States,2023-04-03,1.0875448
United States,2023-04-04,1.0875448
United States,2023-04-05,1.0875448
United States,2023-04-06,1.0875448
United States,2023-04-07,1.0875448
United States,2023-04-08,1.0875448
United States,2023-04-09,1.0881311
United States,2023-04-10,1.0881311
United States,2023-04-11,1.0881311
United States,2023-04-12,1.0881311
United States,2023-04-13,1.0881311
United States,2023-04-14,1.0881311
United States,2023-04-15,1.0881311
United States,2023-04-16,1.088284
United States,2023-04-17,1.088284
United States,2023-04-18,1.088284
United States,2023-04-19,1.088284
United States,2023-04-20,1.088284
United States,2023-04-21,1.088284
United States,2023-04-22,1.088284
United States,2023-04-23,1.0884066
United States,2023-04-24,1.0884066
United States,2023-04-25,1.0884066
United States,2023-04-26,1.0884066
United States,2023-04-27,1.0884066
United States,2023-04-28,1.0884066
United States,2023-04-29,1.0884066
United States,2023-04-30,1.0885079
United States,2023-05-01,1.0885079
United States,2023-05-02,1.0885079
United States,2023-05-03,1.0885079
United States,2023-05-04,1.0885079
United States,2023-05-05,1.0885079
United States,2023-05-06,1.0885079
United States,2023-05-07,1.0888041
United States,2023-05-08,1.0888041
United States,2023-05-09,1.0888041
United States,2023-05-10,1.0888041
United States,2023-05-11,1.0888041
United States,2023-05-12,1.0888041
United States,2023-05-13,1.0888041
United States,2023-05-14,1.0897008
United States,2023-05-15,1.0897008
United States,2023-05-16,1.0904366
United States,2023-05-17,1.0904366
United States,2023-05-18,1.0904366
United States,2023-05-19,1.0904366
United States,2023-05-20,1.0904366
United States,2023-05-21,1.0904366
United States,2023-05-22,1.0904366
United States,2023-05-23,1.0911548
United States,2023-05-24,1.0911548
United States,2023-05-25,1.0911548
United States,2023-05-26,1.0911548
United States,2023-05-27,1.0911548
United States,2023-05-28,1.0911548
United States,2023-05-29,1.0911548
United States,2023-05-30,1.0918287
United States,2023-05-31,1.0918287
United States,2023-06-01,1.0918287
United States,2023-06-02,1.0918287
United States,2023-06-03,1.0918287
United States,2023-06-04,1.0918287
United States,2023-06-05,1.0918287
United States,2023-06-06,1.0924407
United States,2023-06-07,1.0924407
United States,2023-06-08,1.0924407
United States,2023-06-09,1.0924407
United States,2023-06-10,1.0924407
United States,2023-06-11,1.0924407
United States,2023-06-12,1.0924407
United States,2023-06-13,1.0930333
United States,2023-06-14,1.0930333
United States,2023-06-15,1.0930333
United States,2023-06-16,1.0930333
United States,2023-06-17,1.0930333
United States,2023-06-18,1.0930333
United States,2023-06-19,1.0930333
United States,2023-06-20,1.0935979
United States,2023-06-21,1.0935979
United States,2023-06-22,1.0935979
United States,2023-06-23,1.0935979
United States,2023-06-24,1.0935979
United States,2023-06-25,1.0935979
United States,2023-06-26,1.0935979
United States,2023-06-27,1.0941229
United States,2023-06-28,1.0941229
United States,2023-06-29,1.0941229
United States,2023-06-30,1.0941229
United States,2023-07-01,1.0941229
United States,2023-07-02,1.0941229
United States,2023-07-03,1.0941229
United States,2023-07-04,1.0945995
United States,2023-07-05,1.0945995
United States,2023-07-06,1.0945995
United States,2023-07-07,1.0945995
United States,2023-07-08,1.0945995
United States,2023-07-09,1.0945995
United States,2023-07-10,1.0945995
United States,2023-07-11,1.0950925
United States,2023-07-12,1.0950925
United States,2023-07-13,1.0950925
United States,2023-07-14,1.0950925
United States,2023-07-15,1.0950925
United States,2023-07-16,1.0950925
United States,2023-07-17,1.0950925
United States,2023-07-18,1.0956146
United States,2023-07-19,1.0956146
United States,2023-07-20,1.0956146
United States,2023-07-21,1.0956146
United States,2023-07-22,1.0956146
United States,2023-07-23,1.0956146
United States,2023-07-24,1.0956146
United States,2023-07-25,1.0961502
United States,2023-07-26,1.0961502
United States,2023-07-27,1.0961502
United States,2023-07-28,1.0961502
United States,2023-07-29,1.0961502
United States,2023-07-30,1.0961502
United States,2023-07-31,1.0961502
United States,2023-08-01,1.0968008
United States,2023-08-02,1.0968008
United States,2023-08-03,1.0968008
United States,2023-08-04,1.0968008
United States,2023-08-05,1.0968008
United States,2023-08-06,1.0968008
United States,2023-08-07,1.0968008
United States,2023-08-08,1.0975298
United States,2023-08-09,1.0975298
United States,2023-08-10,1.0975298
United States,2023-08-11,1.0975298
United States,2023-08-12,1.0975298
United States,2023-08-13,1.0975298
United States,2023-08-14,1.0975298
United States,2023-08-15,1.0984241
United States,2023-08-16,1.0984241
United States,2023-08-17,1.0984241
United States,2023-08-18,1.0984241
United States,2023-08-19,1.0984241
United States,2023-08-20,1.0984241
United States,2023-08-21,1.0984241
United States,2023-08-22,1.0994565
United States,2023-08-23,1.0994565
United States,2023-08-24,1.0994565
United States,2023-08-25,1.0994565
United States,2023-08-26,1.0994565
United States,2023-08-27,1.0994565
United States,2023-08-28,1.0994565
United States,2023-08-29,1.1006051
United States,2023-08-30,1.1006051
United States,2023-08-31,1.1006051
United States,2023-09-01,1.1006051
United States,2023-09-02,1.1006051
United States,2023-09-03,1.1006051
United States,2023-09-04,1.1006051
United States,2023-09-05,1.1018783
United States,2023-09-06,1.1018783
United States,2023-09-07,1.1018783
United States,2023-09-08,1.1018783
United States,2023-09-09,1.1018783
United States,2023-09-10,1.1018783
United States,2023-09-11,1.1018783
United States,2023-09-12,1.1032424
United States,2023-09-13,1.1032424
United States,2023-09-14,1.1032424
United States,2023-09-15,1.1032424
United States,2023-09-16,1.1032424
United States,2023-09-17,1.1032424
United States,2023-09-18,1.1032424
United States,2023-09-19,1.1046143
United States,2023-09-20,1.1046143
United States,2023-09-21,1.1046143
United States,2023-09-22,1.1046143
United States,2023-09-23,1.1046143
United States,2023-09-24,1.1046143
United States,2023-09-25,1.1046143
United States,2023-09-26,1.1060249
United States,2023-09-27,1.1060249
United States,2023-09-28,1.1060249
United States,2023-09-29,1.1060249
United States,2023-09-30,1.1060249
United States,2023-10-01,1.1060249
United States,2023-10-02,1.1060249
United States,2023-10-03,1.1073803
United States,2023-10-04,1.1073803
United States,2023-10-05,1.1073803
United States,2023-10-06,1.1073803
United States,2023-10-07,1.1073803
United States,2023-10-08,1.1073803
United States,2023-10-09,1.1073803
United States,2023-10-10,1.1086534
United States,2023-10-11,1.1086534
United States,2023-10-12,1.1086534
United States,2023-10-13,1.1086534
United States,2023-10-14,1.1086534
United States,2023-10-15,1.1086534
United States,2023-10-16,1.1086534
United States,2023-10-17,1.1100012
United States,2023-10-18,1.1100012
United States,2023-10-19,1.1100012
United States,2023-10-20,1.1100012
United States,2023-10-21,1.1100012
United States,2023-10-22,1.1100012
United States,2023-10-23,1.1100012
United States,2023-10-24,1.1112503
United States,2023-10-25,1.1112503
United States,2023-10-26,1.1112503
United States,2023-10-27,1.1112503
United States,2023-10-28,1.1112503
United States,2023-10-29,1.1112503
United States,2023-10-30,1.1112503
United States,2023-10-31,1.1124558
United States,2023-11-01,1.1124558
United States,2023-11-02,1.1124558
United States,2023-11-03,1.1124558
United States,2023-11-04,1.1124558
United States,2023-11-05,1.1124558
