Entity,Day,Total confirmed cases of COVID-19 per million people
United Kingdom,2021-10-15,125085.84
United Kingdom,2021-10-16,125766.68
United Kingdom,2021-10-17,126405.586
United Kingdom,2021-10-18,126961.15
United Kingdom,2021-10-19,127602.87
United Kingdom,2021-10-20,128449.8
United Kingdom,2021-10-21,129220.25
United Kingdom,2021-10-22,129977.98
United Kingdom,2021-10-23,130640.84
United Kingdom,2021-10-24,131237.27
United Kingdom,2021-10-25,131752.14
United Kingdom,2021-10-26,132276.69
United Kingdom,2021-10-27,132972.89
United Kingdom,2021-10-28,133590.73
United Kingdom,2021-10-29,134222.08
United Kingdom,2021-10-30,134829.16
United Kingdom,2021-10-31,135419.53
United Kingdom,2021-11-01,135911.89
United Kingdom,2021-11-02,136422.52
United Kingdom,2021-11-03,137084.14
United Kingdom,2021-11-04,137641.77
United Kingdom,2021-11-05,138169.58
United Kingdom,2021-11-06,138663.31
United Kingdom,2021-11-07,139108
United Kingdom,2021-11-08,139510.4
United Kingdom,2021-11-09,139959.02
United Kingdom,2021-11-10,140606.22
United Kingdom,2021-11-11,141225.84
United Kingdom,2021-11-12,141855.69
United Kingdom,2021-11-13,142457.03
United Kingdom,2021-11-14,143010.9
United Kingdom,2021-11-15,143493.23
United Kingdom,2021-11-16,144014.39
United Kingdom,2021-11-17,144761.66
United Kingdom,2021-11-18,145442.66
United Kingdom,2021-11-19,146115.81
United Kingdom,2021-11-20,146762.08
United Kingdom,2021-11-21,147342.98
United Kingdom,2021-11-22,147861.25
United Kingdom,2021-11-23,148407.61
United Kingdom,2021-11-24,149151.72
United Kingdom,2021-11-25,149858.64
United Kingdom,2021-11-26,150544.66
United Kingdom,2021-11-27,151181.58
United Kingdom,2021-11-28,151758.44
United Kingdom,2021-11-29,152246.9
United Kingdom,2021-11-30,152829.28
United Kingdom,2021-12-01,153654.88
United Kingdom,2021-12-02,154471.77
United Kingdom,2021-12-03,155275.83
United Kingdom,2021-12-04,156013.86
United Kingdom,2021-12-05,156683.67
United Kingdom,2021-12-06,157252.53
United Kingdom,2021-12-07,157854.62
United Kingdom,2021-12-08,158730.17
United Kingdom,2021-12-09,159555.33
United Kingdom,2021-12-10,160418.16
United Kingdom,2021-12-11,161254.11
United Kingdom,2021-12-12,162024.02
United Kingdom,2021-12-13,162736.77
United Kingdom,2021-12-14,163516.44
United Kingdom,2021-12-15,164794.97
United Kingdom,2021-12-16,166302.58
United Kingdom,2021-12-17,167955.62
United Kingdom,2021-12-18,169511.16
United Kingdom,2021-12-19,170917.69
United Kingdom,2021-12-20,172221.36
United Kingdom,2021-12-21,173528.69
United Kingdom,2021-12-22,175493.6
United Kingdom,2021-12-23,177697.98
United Kingdom,2021-12-24,180067.61
United Kingdom,2021-12-25,182423.66
United Kingdom,2021-12-26,184437
United Kingdom,2021-12-27,185469.02
United Kingdom,2021-12-28,187174.62
United Kingdom,2021-12-29,190034.89
United Kingdom,2021-12-30,193151.22
United Kingdom,2021-12-31,197152.4
United Kingdom,2022-01-01,200622.33
United Kingdom,2022-01-02,203388.08
United Kingdom,2022-01-03,205122.84
United Kingdom,2022-01-04,207778.61
United Kingdom,2022-01-05,211150.61
United Kingdom,2022-01-06,215193.6
United Kingdom,2022-01-07,218452.27
United Kingdom,2022-01-08,220989.39
United Kingdom,2022-01-09,222753.67
United Kingdom,2022-01-10,224126.75
United Kingdom,2022-01-11,225531.72
United Kingdom,2022-01-12,227481.86
United Kingdom,2022-01-13,229172.17
United Kingdom,2022-01-14,230686.11
United Kingdom,2022-01-15,232100.2
United Kingdom,2022-01-16,233366.36
United Kingdom,2022-01-17,234509.66
United Kingdom,2022-01-18,235948.47
United Kingdom,2022-01-19,237877.42
United Kingdom,2022-01-20,239620.72
United Kingdom,2022-01-21,241259.92
United Kingdom,2022-01-22,242731.4
United Kingdom,2022-01-23,244076.83
United Kingdom,2022-01-24,245275.62
United Kingdom,2022-01-25,246777.03
United Kingdom,2022-01-26,248645.11
United Kingdom,2022-01-27,250305.47
United Kingdom,2022-01-28,251899.31
United Kingdom,2022-01-29,253310.33
United Kingdom,2022-01-30,254542.75
United Kingdom,2022-01-31,255620.97
United Kingdom,2022-02-01,256907.31
United Kingdom,2022-02-02,258448.11
United Kingdom,2022-02-03,259826.08
United Kingdom,2022-02-04,261122.94
United Kingdom,2022-02-05,262247.1
United Kingdom,2022-02-06,263175
United Kingdom,2022-02-07,263942.16
United Kingdom,2022-02-08,264830.28
United Kingdom,2022-02-09,265952.1
United Kingdom,2022-02-10,266973.8
United Kingdom,2022-02-11,267917.5
United Kingdom,2022-02-12,268684.47
United Kingdom,2022-02-13,269338.03
United Kingdom,2022-02-14,269888.47
United Kingdom,2022-02-15,270500.9
United Kingdom,2022-02-16,271303.88
United Kingdom,2022-02-17,272073.94
United Kingdom,2022-02-18,272830.34
United Kingdom,2022-02-19,273486.22
United Kingdom,2022-02-20,273973.75
United Kingdom,2022-02-21,274481.94
United Kingdom,2022-02-22,275035.2
United Kingdom,2022-02-23,275697.16
United Kingdom,2022-02-24,276271.9
United Kingdom,2022-02-25,276806.9
United Kingdom,2022-02-26,277256.2
United Kingdom,2022-02-27,277664.47
United Kingdom,2022-02-28,278032.47
United Kingdom,2022-03-01,278492.44
United Kingdom,2022-03-02,279147.3
United Kingdom,2022-03-03,279804.34
United Kingdom,2022-03-04,280481.66
United Kingdom,2022-03-05,281123.5
United Kingdom,2022-03-06,281730.84
United Kingdom,2022-03-07,282299.3
United Kingdom,2022-03-08,283018.4
United Kingdom,2022-03-09,284023.4
United Kingdom,2022-03-10,285051.75
United Kingdom,2022-03-11,286130.25
United Kingdom,2022-03-12,287164.44
United Kingdom,2022-03-13,288147.56
United Kingdom,2022-03-14,289058.1
United Kingdom,2022-03-15,290168.97
United Kingdom,2022-03-16,291633.25
United Kingdom,2022-03-17,293007.7
United Kingdom,2022-03-18,294353.4
United Kingdom,2022-03-19,295568.62
United Kingdom,2022-03-20,296672.84
United Kingdom,2022-03-21,297661.7
United Kingdom,2022-03-22,298850.5
United Kingdom,2022-03-23,300453.44
United Kingdom,2022-03-24,301906.88
United Kingdom,2022-03-25,303288.3
United Kingdom,2022-03-26,304504.3
United Kingdom,2022-03-27,305566.66
United Kingdom,2022-03-28,306468.03
United Kingdom,2022-03-29,307470.34
United Kingdom,2022-03-30,308832.28
United Kingdom,2022-03-31,310007.5
United Kingdom,2022-04-01,311087.66
United Kingdom,2022-04-02,311891.28
United Kingdom,2022-04-03,312587.4
United Kingdom,2022-04-04,313138.78
United Kingdom,2022-04-05,313757.44
United Kingdom,2022-04-06,314545.47
United Kingdom,2022-04-07,315265.62
United Kingdom,2022-04-08,315922
United Kingdom,2022-04-09,316489.75
United Kingdom,2022-04-10,316973.6
United Kingdom,2022-04-11,317382.6
United Kingdom,2022-04-12,317836.56
United Kingdom,2022-04-13,318384.7
United Kingdom,2022-04-14,318880.03
United Kingdom,2022-04-15,319344.75
United Kingdom,2022-04-16,319735.47
United Kingdom,2022-04-17,320052.53
United Kingdom,2022-04-18,320344.78
United Kingdom,2022-04-19,320640.22
United Kingdom,2022-04-20,321010.2
United Kingdom,2022-04-21,321388.2
United Kingdom,2022-04-22,321702.9
United Kingdom,2022-04-23,321973.72
United Kingdom,2022-04-24,322204.03
United Kingdom,2022-04-25,322397.78
United Kingdom,2022-04-26,322613.62
United Kingdom,2022-04-27,322864.56
United Kingdom,2022-04-28,323078.12
United Kingdom,2022-04-29,323269.6
United Kingdom,2022-04-30,323439.84
United Kingdom,2022-05-01,323586.7
United Kingdom,2022-05-02,323709.22
United Kingdom,2022-05-03,323841.72
United Kingdom,2022-05-04,324016.38
United Kingdom,2022-05-05,324211.72
United Kingdom,2022-05-06,324382.9
United Kingdom,2022-05-07,324532.8
United Kingdom,2022-05-08,324664.16
United Kingdom,2022-05-09,324774.4
United Kingdom,2022-05-10,324907.3
United Kingdom,2022-05-11,325064.28
United Kingdom,2022-05-12,325207.28
United Kingdom,2022-05-13,325335.25
United Kingdom,2022-05-14,325447.3
United Kingdom,2022-05-15,325549.16
United Kingdom,2022-05-16,325638.9
United Kingdom,2022-05-17,325755.84
United Kingdom,2022-05-18,325893.97
United Kingdom,2022-05-19,326015.5
United Kingdom,2022-05-20,326127.53
United Kingdom,2022-05-21,326227.56
United Kingdom,2022-05-22,326312.94
United Kingdom,2022-05-23,326386.56
United Kingdom,2022-05-24,326474.5
United Kingdom,2022-05-25,326581.78
United Kingdom,2022-05-26,326679.75
United Kingdom,2022-05-27,326772.03
United Kingdom,2022-05-28,326856.4
United Kingdom,2022-05-29,326935.75
United Kingdom,2022-05-30,327008.9
United Kingdom,2022-05-31,327092.22
United Kingdom,2022-06-01,327196.6
United Kingdom,2022-06-02,327300.62
United Kingdom,2022-06-03,327403.44
United Kingdom,2022-06-04,327494.5
United Kingdom,2022-06-05,327591.84
United Kingdom,2022-06-06,327701.72
United Kingdom,2022-06-07,327845.7
United Kingdom,2022-06-08,328017.97
United Kingdom,2022-06-09,328185.34
United Kingdom,2022-06-10,328358.2
United Kingdom,2022-06-11,328524.2
United Kingdom,2022-06-12,328682.38
United Kingdom,2022-06-13,328830.16
United Kingdom,2022-06-14,329016.34
United Kingdom,2022-06-15,329240.34
United Kingdom,2022-06-16,329462.4
United Kingdom,2022-06-17,329680.03
United Kingdom,2022-06-18,329888.7
United Kingdom,2022-06-19,330092.8
United Kingdom,2022-06-20,330292.62
United Kingdom,2022-06-21,330541.94
United Kingdom,2022-06-22,330834.44
United Kingdom,2022-06-23,331140.9
United Kingdom,2022-06-24,331447.06
United Kingdom,2022-06-25,331734.4
United Kingdom,2022-06-26,332003.53
United Kingdom,2022-06-27,332249.94
United Kingdom,2022-06-28,332554.72
United Kingdom,2022-06-29,332922.9
United Kingdom,2022-06-30,333290.2
United Kingdom,2022-07-01,333651.03
United Kingdom,2022-07-02,334006.56
United Kingdom,2022-07-03,334353.44
United Kingdom,2022-07-04,334675.53
United Kingdom,2022-07-05,335083
United Kingdom,2022-07-06,335577.34
United Kingdom,2022-07-07,336038.12
United Kingdom,2022-07-08,336473.7
United Kingdom,2022-07-09,336861.72
United Kingdom,2022-07-10,337222.7
United Kingdom,2022-07-11,337534.3
United Kingdom,2022-07-12,337902.38
United Kingdom,2022-07-13,338339.84
United Kingdom,2022-07-14,338735.06
United Kingdom,2022-07-15,339084.97
United Kingdom,2022-07-16,339394.44
United Kingdom,2022-07-17,339663.72
United Kingdom,2022-07-18,339884
United Kingdom,2022-07-19,340136.78
United Kingdom,2022-07-20,340411.34
United Kingdom,2022-07-21,340655.84
United Kingdom,2022-07-22,340893
United Kingdom,2022-07-23,341100.66
United Kingdom,2022-07-24,341282.2
United Kingdom,2022-07-25,341427.9
United Kingdom,2022-07-26,341593.28
United Kingdom,2022-07-27,341788.34
United Kingdom,2022-07-28,341960.3
United Kingdom,2022-07-29,342114.97
United Kingdom,2022-07-30,342251.78
United Kingdom,2022-07-31,342376.56
United Kingdom,2022-08-01,342484
United Kingdom,2022-08-02,342607.6
United Kingdom,2022-08-03,342751.84
United Kingdom,2022-08-04,342886.34
United Kingdom,2022-08-05,343008.88
United Kingdom,2022-08-06,343115.88
United Kingdom,2022-08-07,343211.9
United Kingdom,2022-08-08,343291.4
United Kingdom,2022-08-09,343387.44
United Kingdom,2022-08-10,343505.78
United Kingdom,2022-08-11,343612.97
United Kingdom,2022-08-12,343711.94
United Kingdom,2022-08-13,343802.78
United Kingdom,2022-08-14,343881.1
United Kingdom,2022-08-15,343947.03
United Kingdom,2022-08-16,344025.7
United Kingdom,2022-08-17,344119.9
United Kingdom,2022-08-18,344201.44
United Kingdom,2022-08-19,344275.25
United Kingdom,2022-08-20,344342.2
United Kingdom,2022-08-21,344401.03
United Kingdom,2022-08-22,344452.4
United Kingdom,2022-08-23,344512.3
United Kingdom,2022-08-24,344588.94
United Kingdom,2022-08-25,344659
United Kingdom,2022-08-26,344725.8
United Kingdom,2022-08-27,344781.5
United Kingdom,2022-08-28,344832.1
United Kingdom,2022-08-29,344877.75
United Kingdom,2022-08-30,344928.2
United Kingdom,2022-08-31,344996.56
United Kingdom,2022-09-01,345073.22
United Kingdom,2022-09-02,345140.9
United Kingdom,2022-09-03,345204.72
United Kingdom,2022-09-04,345260.56
United Kingdom,2022-09-05,345310.7
United Kingdom,2022-09-06,345373.6
United Kingdom,2022-09-07,345448.75
United Kingdom,2022-09-08,345515.9
United Kingdom,2022-09-09,345578.03
United Kingdom,2022-09-10,345632.97
United Kingdom,2022-09-11,345685.1
United Kingdom,2022-09-12,345733.03
United Kingdom,2022-09-13,345796.78
United Kingdom,2022-09-14,345874.62
United Kingdom,2022-09-15,345950.12
United Kingdom,2022-09-16,346023.1
United Kingdom,2022-09-17,346091.06
United Kingdom,2022-09-18,346151.7
United Kingdom,2022-09-19,346203.3
United Kingdom,2022-09-20,346266.97
United Kingdom,2022-09-21,346357.4
United Kingdom,2022-09-22,346472.22
United Kingdom,2022-09-23,346583
United Kingdom,2022-09-24,346682.97
United Kingdom,2022-09-25,346778.06
United Kingdom,2022-09-26,346861.97
United Kingdom,2022-09-27,346968.16
United Kingdom,2022-09-28,347094.56
United Kingdom,2022-09-29,347215.62
United Kingdom,2022-09-30,347339.03
United Kingdom,2022-10-01,347454.8
United Kingdom,2022-10-02,347566.5
United Kingdom,2022-10-03,347670.12
United Kingdom,2022-10-04,347805.12
United Kingdom,2022-10-05,347976.62
United Kingdom,2022-10-06,348137.44
United Kingdom,2022-10-07,348287.5
United Kingdom,2022-10-08,348425.22
United Kingdom,2022-10-09,348556.5
United Kingdom,2022-10-10,348659.94
United Kingdom,2022-10-11,348785.47
United Kingdom,2022-10-12,348939.4
United Kingdom,2022-10-13,349078.2
United Kingdom,2022-10-14,349206.8
United Kingdom,2022-10-15,349326.1
United Kingdom,2022-10-16,349443
United Kingdom,2022-10-17,349537.5
United Kingdom,2022-10-18,349651.6
United Kingdom,2022-10-19,349798.3
United Kingdom,2022-10-20,349919.1
United Kingdom,2022-10-21,350030.53
United Kingdom,2022-10-22,350126.97
United Kingdom,2022-10-23,350219.34
United Kingdom,2022-10-24,350292.22
United Kingdom,2022-10-25,350373.22
United Kingdom,2022-10-26,350473.06
United Kingdom,2022-10-27,350556.16
United Kingdom,2022-10-28,350636.06
United Kingdom,2022-10-29,350707.28
United Kingdom,2022-10-30,350771.8
United Kingdom,2022-10-31,350824.38
United Kingdom,2022-11-01,350887.03
United Kingdom,2022-11-02,350962.25
United Kingdom,2022-11-03,351028.97
United Kingdom,2022-11-04,351087.84
United Kingdom,2022-11-05,351141.78
United Kingdom,2022-11-06,351187.38
United Kingdom,2022-11-07,351226.44
United Kingdom,2022-11-08,351274.38
United Kingdom,2022-11-09,351337.75
United Kingdom,2022-11-10,351393.9
United Kingdom,2022-11-11,351446.34
United Kingdom,2022-11-12,351493.38
United Kingdom,2022-11-13,351535.8
United Kingdom,2022-11-14,351571.47
United Kingdom,2022-11-15,351614.2
United Kingdom,2022-11-16,351671.72
United Kingdom,2022-11-17,351723.56
United Kingdom,2022-11-18,351771.38
United Kingdom,2022-11-19,351815.94
United Kingdom,2022-11-20,351856.6
United Kingdom,2022-11-21,351892.25
United Kingdom,2022-11-22,351934.66
United Kingdom,2022-11-23,351992.4
United Kingdom,2022-11-24,352048.22
United Kingdom,2022-11-25,352101.25
United Kingdom,2022-11-26,352150.06
United Kingdom,2022-11-27,352192.62
United Kingdom,2022-11-28,352230.06
United Kingdom,2022-11-29,352280.62
United Kingdom,2022-11-30,352348.66
United Kingdom,2022-12-01,352413
United Kingdom,2022-12-02,352471.38
United Kingdom,2022-12-03,352522.78
United Kingdom,2022-12-04,352575.53
United Kingdom,2022-12-05,352615.84
United Kingdom,2022-12-06,352671.38
United Kingdom,2022-12-07,352749.47
United Kingdom,2022-12-08,352826.34
United Kingdom,2022-12-09,352902.53
United Kingdom,2022-12-10,352969.06
United Kingdom,2022-12-11,353030.9
United Kingdom,2022-12-12,353083.28
United Kingdom,2022-12-13,353151.2
United Kingdom,2022-12-14,353253.66
United Kingdom,2022-12-15,353357.97
United Kingdom,2022-12-16,353453.78
United Kingdom,2022-12-17,353543.16
United Kingdom,2022-12-18,353632.4
United Kingdom,2022-12-19,353701.97
United Kingdom,2022-12-20,353786.62
United Kingdom,2022-12-21,353919.72
United Kingdom,2022-12-22,354046.28
United Kingdom,2022-12-23,354160.72
United Kingdom,2022-12-24,354261.6
United Kingdom,2022-12-25,354345.8
United Kingdom,2022-12-26,354406.4
United Kingdom,2022-12-27,354460.6
United Kingdom,2022-12-28,354533.2
United Kingdom,2022-12-29,354630.06
United Kingdom,2022-12-30,354753.56
United Kingdom,2022-12-31,354866.75
United Kingdom,2023-01-01,354956.6
United Kingdom,2023-01-02,355019.47
United Kingdom,2023-01-03,355073.22
United Kingdom,2023-01-04,355147.38
United Kingdom,2023-01-05,355239.2
United Kingdom,2023-01-06,355321.2
United Kingdom,2023-01-07,355389.88
United Kingdom,2023-01-08,355446.34
United Kingdom,2023-01-09,355486.4
United Kingdom,2023-01-10,355527.78
United Kingdom,2023-01-11,355580.7
United Kingdom,2023-01-12,355626.4
United Kingdom,2023-01-13,355665.22
United Kingdom,2023-01-14,355701.6
United Kingdom,2023-01-15,355732.84
United Kingdom,2023-01-16,355754.8
United Kingdom,2023-01-17,355781.97
United Kingdom,2023-01-18,355819.56
United Kingdom,2023-01-19,355851.9
United Kingdom,2023-01-20,355883
United Kingdom,2023-01-21,355912.78
United Kingdom,2023-01-22,355940.16
United Kingdom,2023-01-23,355962.5
United Kingdom,2023-01-24,355990.44
United Kingdom,2023-01-25,356029.4
United Kingdom,2023-01-26,356070.03
United Kingdom,2023-01-27,356108.9
United Kingdom,2023-01-28,356146.22
United Kingdom,2023-01-29,356182.2
United Kingdom,2023-01-30,356210.97
United Kingdom,2023-01-31,356246.94
United Kingdom,2023-02-01,356299.1
United Kingdom,2023-02-02,356351.2
United Kingdom,2023-02-03,356402.2
United Kingdom,2023-02-04,356449.4
United Kingdom,2023-02-05,356493
United Kingdom,2023-02-06,356528.16
United Kingdom,2023-02-07,356569.47
United Kingdom,2023-02-08,356627.8
United Kingdom,2023-02-09,356682.34
United Kingdom,2023-02-10,356736.06
United Kingdom,2023-02-11,356785.28
United Kingdom,2023-02-12,356833.62
United Kingdom,2023-02-13,356871.44
United Kingdom,2023-02-14,356918.12
United Kingdom,2023-02-15,356989.78
United Kingdom,2023-02-16,357058.7
United Kingdom,2023-02-17,357121.03
United Kingdom,2023-02-18,357183.94
United Kingdom,2023-02-19,357243.7
United Kingdom,2023-02-20,357289.8
United Kingdom,2023-02-21,357344.06
United Kingdom,2023-02-22,357416.06
United Kingdom,2023-02-23,357485
United Kingdom,2023-02-24,357546.78
United Kingdom,2023-02-25,357602.16
United Kingdom,2023-02-26,357652.06
United Kingdom,2023-02-27,357692.2
United Kingdom,2023-02-28,357738.62
United Kingdom,2023-03-01,357808.2
United Kingdom,2023-03-02,357874.9
United Kingdom,2023-03-03,357939.1
United Kingdom,2023-03-04,357996.97
United Kingdom,2023-03-05,358051.56
United Kingdom,2023-03-06,358092.88
United Kingdom,2023-03-07,358144.16
United Kingdom,2023-03-08,358218.84
United Kingdom,2023-03-09,358290.84
United Kingdom,2023-03-10,358360.34
United Kingdom,2023-03-11,358424.16
United Kingdom,2023-03-12,358483.03
United Kingdom,2023-03-13,358533.34
United Kingdom,2023-03-14,358598.53
United Kingdom,2023-03-15,358684.75
United Kingdom,2023-03-16,358767.2
United Kingdom,2023-03-17,358838.7
United Kingdom,2023-03-18,358910.62
United Kingdom,2023-03-19,358972.06
United Kingdom,2023-03-20,359022.78
United Kingdom,2023-03-21,359083.16
United Kingdom,2023-03-22,359160.78
United Kingdom,2023-03-23,359238.47
United Kingdom,2023-03-24,359309.9
United Kingdom,2023-03-25,359375.06
United Kingdom,2023-03-26,359436.25
United Kingdom,2023-03-27,359481.12
United Kingdom,2023-03-28,359532.66
United Kingdom,2023-03-29,359597.4
United Kingdom,2023-03-30,359656.1
United Kingdom,2023-03-31,359712.75
United Kingdom,2023-04-01,359763.53
United Kingdom,2023-04-02,359805.47
United Kingdom,2023-04-03,359839.9
United Kingdom,2023-04-04,359876.8
United Kingdom,2023-04-05,359917.66
United Kingdom,2023-04-06,359954.53
United Kingdom,2023-04-07,359992.72
United Kingdom,2023-04-08,360026.28
United Kingdom,2023-04-09,360053.25
United Kingdom,2023-04-10,360078.4
United Kingdom,2023-04-11,360105.9
United Kingdom,2023-04-12,360141.7
United Kingdom,2023-04-13,360180.4
United Kingdom,2023-04-14,360214.8
United Kingdom,2023-04-15,360246.2
United Kingdom,2023-04-16,360272.03
United Kingdom,2023-04-17,360293.12
United Kingdom,2023-04-18,360322.3
United Kingdom,2023-04-19,360356.53
United Kingdom,2023-04-20,360386.03
United Kingdom,2023-04-21,360413.7
United Kingdom,2023-04-22,360438.1
United Kingdom,2023-04-23,360460.12
United Kingdom,2023-04-24,360479.4
United Kingdom,2023-04-25,360502.66
United Kingdom,2023-04-26,360530.62
United Kingdom,2023-04-27,360556.97
United Kingdom,2023-04-28,360582.47
United Kingdom,2023-04-29,360606.78
United Kingdom,2023-04-30,360628.7
United Kingdom,2023-05-01,360648.47
United Kingdom,2023-05-02,360668.9
United Kingdom,2023-05-03,360695.12
United Kingdom,2023-05-04,360723.9
United Kingdom,2023-05-05,360748.47
United Kingdom,2023-05-06,360772.28
United Kingdom,2023-05-07,360791.53
United Kingdom,2023-05-08,360806.5
United Kingdom,2023-05-09,360824.1
United Kingdom,2023-05-10,360845.25
United Kingdom,2023-05-11,360868.28
United Kingdom,2023-05-12,360888.94
United Kingdom,2023-05-13,360908.06
United Kingdom,2023-05-14,360923.22
United Kingdom,2023-05-15,360936
United Kingdom,2023-05-16,360952.25
United Kingdom,2023-05-17,360970.5
United Kingdom,2023-05-18,360987.53
United Kingdom,2023-05-19,361003.84
United Kingdom,2023-05-20,361019.3
United Kingdom,2023-05-21,361033.12
United Kingdom,2023-05-22,361044.6
United Kingdom,2023-05-23,361058.72
United Kingdom,2023-05-24,361076.22
United Kingdom,2023-05-25,361092.78
United Kingdom,2023-05-26,361107.84
United Kingdom,2023-05-27,361120.88
United Kingdom,2023-05-28,361132.25
United Kingdom,2023-05-29,361141.38
United Kingdom,2023-05-30,361151.12
United Kingdom,2023-05-31,361163.12
United Kingdom,2023-06-01,361175.84
United Kingdom,2023-06-02,361189.2
United Kingdom,2023-06-03,361199.97
United Kingdom,2023-06-04,361209.4
United Kingdom,2023-06-05,361217.2
United Kingdom,2023-06-06,361227
United Kingdom,2023-06-07,361239.9
United Kingdom,2023-06-08,361252.47
United Kingdom,2023-06-09,361263.8
United Kingdom,2023-06-10,361273.2
United Kingdom,2023-06-11,361281.22
United Kingdom,2023-06-12,361287.47
United Kingdom,2023-06-13,361295.84
United Kingdom,2023-06-14,361305.75
United Kingdom,2023-06-15,361314.25
United Kingdom,2023-06-16,361321.94
United Kingdom,2023-06-17,361328.53
United Kingdom,2023-06-18,361334.3
United Kingdom,2023-06-19,361339.9
United Kingdom,2023-06-20,361345.56
United Kingdom,2023-06-21,361352.4
United Kingdom,2023-06-22,361358.8
United Kingdom,2023-06-23,361364.8
United Kingdom,2023-06-24,361370.66
United Kingdom,2023-06-25,361375.44
United Kingdom,2023-06-26,361379.62
United Kingdom,2023-06-27,361384.5
United Kingdom,2023-06-28,361389.6
United Kingdom,2023-06-29,361394.44
United Kingdom,2023-06-30,361399.4
United Kingdom,2023-07-01,361403.66
United Kingdom,2023-07-02,361407.62
United Kingdom,2023-07-03,361411.12
United Kingdom,2023-07-04,361415.53
United Kingdom,2023-07-05,361421.22
United Kingdom,2023-07-06,361426.38
United Kingdom,2023-07-07,361432.25
United Kingdom,2023-07-08,361437.75
United Kingdom,2023-07-09,361443.62
United Kingdom,2023-07-10,361448.62
United Kingdom,2023-07-11,361454.9
United Kingdom,2023-07-12,361462.25
United Kingdom,2023-07-13,361469.62
United Kingdom,2023-07-14,361476.62
United Kingdom,2023-07-15,361483.6
United Kingdom,2023-07-16,361489.28
United Kingdom,2023-07-17,361494.94
United Kingdom,2023-07-18,361501.2
United Kingdom,2023-07-19,361509.72
United Kingdom,2023-07-20,361518.5
United Kingdom,2023-07-21,361526.38
United Kingdom,2023-07-22,361534.84
United Kingdom,2023-07-23,361542.34
United Kingdom,2023-07-24,361549.22
United Kingdom,2023-07-25,361557.3
United Kingdom,2023-07-26,361567.8
United Kingdom,2023-07-27,361578.9
United Kingdom,2023-07-28,361589.62
United Kingdom,2023-07-29,361600.1
United Kingdom,2023-07-30,361610.97
United Kingdom,2023-07-31,361621.53
United Kingdom,2023-08-01,361634.28
United Kingdom,2023-08-02,361648.5
United Kingdom,2023-08-03,361662.72
United Kingdom,2023-08-04,361676.6
United Kingdom,2023-08-05,361690.22
United Kingdom,2023-08-06,361703.56
United Kingdom,2023-08-07,361715.2
United Kingdom,2023-08-08,361729.3
United Kingdom,2023-08-09,361746.72
United Kingdom,2023-08-10,361765.7
United Kingdom,2023-08-11,361784.03
United Kingdom,2023-08-12,361801.4
United Kingdom,2023-08-13,361817.62
United Kingdom,2023-08-14,361832.7
United Kingdom,2023-08-15,361849.22
United Kingdom,2023-08-16,361868.78
United Kingdom,2023-08-17,361888.1
United Kingdom,2023-08-18,361907.25
United Kingdom,2023-08-19,361925.75
United Kingdom,2023-08-20,361942.97
United Kingdom,2023-08-21,361958.03
United Kingdom,2023-08-22,361975.16
United Kingdom,2023-08-23,361996.5
United Kingdom,2023-08-24,362017.72
United Kingdom,2023-08-25,362037.7
United Kingdom,2023-08-26,362057
United Kingdom,2023-08-27,362074.78
United Kingdom,2023-08-28,362089.94
United Kingdom,2023-08-29,362106.25
United Kingdom,2023-08-30,362125.84
United Kingdom,2023-08-31,362150.1
United Kingdom,2023-09-01,362176.78
United Kingdom,2023-09-02,362202.44
United Kingdom,2023-09-03,362228.38
United Kingdom,2023-09-04,362251.38
United Kingdom,2023-09-05,362279.5
United Kingdom,2023-09-06,362313.28
United Kingdom,2023-09-07,362346.12
United Kingdom,2023-09-08,362377.72
United Kingdom,2023-09-09,362406.5
United Kingdom,2023-09-10,362432.72
United Kingdom,2023-09-11,362455.22
United Kingdom,2023-09-12,362481.16
United Kingdom,2023-09-13,362511.9
United Kingdom,2023-09-14,362539.78
United Kingdom,2023-09-15,362564.78
United Kingdom,2023-09-16,362589.97
United Kingdom,2023-09-17,362612.75
United Kingdom,2023-09-18,362633.78
United Kingdom,2023-09-19,362659.5
United Kingdom,2023-09-20,362691.2
United Kingdom,2023-09-21,362723.5
United Kingdom,2023-09-22,362754.6
United Kingdom,2023-09-23,362784
United Kingdom,2023-09-24,362811.66
United Kingdom,2023-09-25,362836.84
United Kingdom,2023-09-26,362868.9
United Kingdom,2023-09-27,362909.72
United Kingdom,2023-09-28,362953.28
United Kingdom,2023-09-29,362995.75
United Kingdom,2023-09-30,363033.06
United Kingdom,2023-10-01,363067.2
United Kingdom,2023-10-02,363097.9
United Kingdom,2023-10-03,363135.44
United Kingdom,2023-10-04,363175.28
United Kingdom,2023-10-05,363215.4
United Kingdom,2023-10-06,363252.12
United Kingdom,2023-10-07,363285.88
United Kingdom,2023-10-08,363317.75
United Kingdom,2023-10-09,363342.62
United Kingdom,2023-10-10,363373.56
United Kingdom,2023-10-11,363407.47
United Kingdom,2023-10-12,363438.06
United Kingdom,2023-10-13,363466.7
United Kingdom,2023-10-14,363489.88
United Kingdom,2023-10-15,363512.25
United Kingdom,2023-10-16,363529.03
United Kingdom,2023-10-17,363547.16
United Kingdom,2023-10-18,363568.9
United Kingdom,2023-10-19,363590.1
United Kingdom,2023-10-20,363611.03
United Kingdom,2023-10-21,363630.94
